,NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Housing Density,Housing Availability
455,"Census Tract 112.12, Genesee County, Michigan",2301.0,2166.0,1860.0,1.0,3.0,0.0,0.0,0.0,4454.0,656.0,0.0,54.0,0.0,0.0,380.0,5544.0,1529.0,319.0,40.0,2611.0,2611.0,2489.0,113200.0,2.22,210790700.0,26,049,011212,5.753968253968254,32,283,398,359,119,164,0,0,470.959595959596,4.672539256989659
456,"Census Tract 112.13, Genesee County, Michigan",2298.0,1992.0,1861.0,0.0,0.0,0.0,0.0,0.0,4405.0,556.0,0.0,342.0,0.0,16.0,72.0,5391.0,1500.0,264.0,35.5,2086.0,2086.0,1852.0,158700.0,2.91,272138000.0,26,049,011213,4.897050639955482,85,225,575,417,70,169,0,0,386.94119829345203,11.217641418983701
457,"Census Tract 112.14, Genesee County, Michigan",3523.0,3318.0,2863.0,0.0,0.0,0.0,0.0,0.0,4531.0,1134.0,0.0,515.0,0.0,274.0,361.0,6815.0,1827.0,397.0,40.8,2630.0,2630.0,2616.0,228400.0,2.61,868478200.0,26,049,011214,5.82538517975055,95,298,396,534,150,20,0,0,385.9134262655906,0.532319391634981
458,"Census Tract 113.01, Genesee County, Michigan",1567.0,1375.0,1055.0,0.0,65.0,0.0,0.0,0.0,3964.0,838.0,0.0,0.0,0.0,25.0,198.0,5025.0,1190.0,2090.0,37.9,2557.0,2557.0,2154.0,55900.0,2.3,132863000.0,26,049,011301,41.592039800995025,83,231,264,166,36,195,0,0,508.8557213930348,15.76065701994525
459,"Census Tract 113.02, Genesee County, Michigan",1361.0,1272.0,1007.0,0.0,18.0,0.0,0.0,0.0,2781.0,54.0,38.0,0.0,0.0,12.0,61.0,2946.0,664.0,543.0,37.4,1414.0,1414.0,1286.0,51900.0,2.27,,26,049,011302,18.43177189409369,28,72,265,213,63,25,0,0,479.97284453496263,9.052333804809052
460,"Census Tract 114.01, Genesee County, Michigan",1275.0,1206.0,1109.0,0.0,0.0,0.0,0.0,0.0,2047.0,606.0,74.0,82.0,0.0,184.0,236.0,3229.0,920.0,409.0,40.0,1419.0,1419.0,1335.0,85200.0,2.42,76949000.0,26,049,011401,12.666460204397648,103,56,197,152,50,9,0,0,439.4549396097863,5.9196617336152215
461,"Census Tract 114.02, Genesee County, Michigan",2453.0,2055.0,1804.0,0.0,0.0,0.0,0.0,0.0,3969.0,423.0,0.0,137.0,29.0,0.0,130.0,4688.0,1324.0,97.0,45.4,1854.0,1854.0,1832.0,189900.0,2.56,331043600.0,26,049,011402,2.069112627986348,115,96,226,670,63,56,0,0,395.4778156996587,1.186623516720604
462,"Census Tract 115.02, Genesee County, Michigan",1618.0,1494.0,1293.0,0.0,29.0,0.0,0.0,0.0,2853.0,148.0,9.0,104.0,0.0,20.0,134.0,3268.0,858.0,495.0,44.3,1451.0,1451.0,1381.0,89600.0,2.37,,26,049,011502,15.1468788249694,51,76,479,203,71,95,0,0,444.0024479804162,4.824259131633356
463,"Census Tract 115.03, Genesee County, Michigan",2517.0,2402.0,2159.0,10.0,0.0,0.0,0.0,0.0,4248.0,284.0,1.0,103.0,0.0,0.0,360.0,4996.0,1284.0,327.0,42.3,1894.0,1894.0,1812.0,133100.0,2.75,,26,049,011503,6.5452361889511605,152,252,384,401,92,113,0,0,379.10328262610085,4.329461457233368
464,"Census Tract 115.05, Genesee County, Michigan",1054.0,972.0,869.0,0.0,0.0,0.0,0.0,0.0,2357.0,143.0,0.0,0.0,0.0,38.0,105.0,2643.0,654.0,381.0,46.4,1218.0,1218.0,1120.0,108400.0,2.35,,26,049,011505,14.415437003405222,0,70,242,244,35,59,0,0,460.83995459704886,8.045977011494253
465,"Census Tract 115.08, Genesee County, Michigan",1340.0,1264.0,1166.0,28.0,0.0,0.0,0.0,0.0,2539.0,90.0,0.0,0.0,0.0,30.0,78.0,2737.0,539.0,394.0,44.5,1466.0,1466.0,1355.0,100700.0,2.02,83781900.0,26,049,011508,14.395323346729997,56,90,114,237,165,73,0,0,535.6229448301059,7.571623465211459
466,"Census Tract 116.01, Genesee County, Michigan",1806.0,1747.0,1681.0,0.0,0.0,0.0,0.0,0.0,3476.0,1.0,0.0,9.0,0.0,7.0,198.0,3691.0,1075.0,224.0,37.8,1372.0,1372.0,1316.0,236400.0,2.79,,26,049,011601,6.068816039013818,11,107,359,367,62,104,0,0,371.71498238959634,4.081632653061225
467,"Census Tract 116.11, Genesee County, Michigan",1394.0,1380.0,1363.0,0.0,0.0,0.0,0.0,0.0,2272.0,40.0,25.0,0.0,0.0,17.0,0.0,2354.0,366.0,461.0,30.4,1325.0,1325.0,1236.0,120100.0,1.9,,26,049,011611,19.583687340696688,73,273,256,154,0,0,0,0,562.8717077315208,6.716981132075471
468,"Census Tract 116.12, Genesee County, Michigan",1906.0,1701.0,1668.0,0.0,0.0,0.0,0.0,0.0,3580.0,55.0,0.0,34.0,0.0,0.0,134.0,3803.0,1158.0,208.0,44.8,1591.0,1591.0,1529.0,203400.0,2.48,,26,049,011612,5.469366289771234,70,122,304,395,20,111,0,0,418.3539311070208,3.8969201759899437
469,"Census Tract 117.10, Genesee County, Michigan",1074.0,1017.0,949.0,0.0,1.0,0.0,0.0,0.0,2256.0,2.0,0.0,25.0,0.0,0.0,129.0,2412.0,614.0,310.0,42.2,1144.0,1144.0,1078.0,129700.0,2.23,83856200.0,26,049,011710,12.85240464344942,41,70,204,284,41,15,0,0,474.2951907131012,5.769230769230769
470,"Census Tract 117.11, Genesee County, Michigan",1080.0,1003.0,838.0,0.0,0.0,0.0,0.0,0.0,2593.0,0.0,54.0,0.0,0.0,0.0,44.0,2691.0,668.0,643.0,42.9,1438.0,1438.0,1384.0,127100.0,1.94,65037000.0,26,049,011711,23.894463024897806,25,140,150,184,61,28,0,0,534.3738387216648,3.7552155771905427
471,"Census Tract 117.12, Genesee County, Michigan",1062.0,1037.0,951.0,10.0,0.0,0.0,0.0,0.0,3020.0,58.0,0.0,1.0,0.0,11.0,89.0,3179.0,800.0,400.0,50.2,1416.0,1416.0,1357.0,160000.0,2.34,,26,049,011712,12.582573136206355,32,139,153,134,40,122,0,0,445.423089021705,4.166666666666666
472,"Census Tract 117.13, Genesee County, Michigan",2280.0,2185.0,1575.0,0.0,19.0,0.0,0.0,0.0,3202.0,467.0,0.0,0.0,0.0,0.0,82.0,3751.0,694.0,567.0,33.2,2453.0,2453.0,2129.0,159400.0,1.76,,26,049,011713,15.115969074913357,75,321,242,136,33,61,0,0,653.958944281525,13.208316347329802
473,"Census Tract 117.14, Genesee County, Michigan",1659.0,1461.0,1363.0,0.0,0.0,0.0,0.0,0.0,3189.0,0.0,0.0,8.0,0.0,54.0,237.0,3488.0,991.0,198.0,43.2,1421.0,1421.0,1360.0,160000.0,2.56,199097700.0,26,049,011714,5.6766055045871555,60,59,412,292,80,68,0,0,407.3967889908257,4.292751583391977
474,"Census Tract 118, Genesee County, Michigan",1182.0,1136.0,993.0,9.0,0.0,0.0,0.0,0.0,2932.0,67.0,0.0,0.0,0.0,2.0,68.0,3069.0,827.0,174.0,44.3,1206.0,1206.0,1189.0,162300.0,2.58,,26,049,011800,5.669599217986314,59,65,258,203,27,23,0,0,392.9618768328446,1.4096185737976783
475,"Census Tract 119.01, Genesee County, Michigan",785.0,667.0,605.0,0.0,12.0,0.0,0.0,0.0,2432.0,132.0,71.0,0.0,0.0,0.0,18.0,2653.0,679.0,627.0,39.6,977.0,977.0,968.0,139500.0,2.74,,26,049,011901,23.633622314361098,13,93,200,99,69,126,0,0,368.26234451564267,0.9211873080859775
476,"Census Tract 119.02, Genesee County, Michigan",1503.0,1424.0,1300.0,0.0,0.0,0.0,0.0,0.0,2888.0,15.0,22.0,0.0,14.0,0.0,257.0,3196.0,931.0,250.0,40.8,1174.0,1174.0,1122.0,154000.0,2.84,,26,049,011902,7.822277847309136,59,88,194,263,36,17,0,0,367.33416770963703,4.429301533219761
477,"Census Tract 120.03, Genesee County, Michigan",1279.0,1221.0,1040.0,0.0,0.0,0.0,0.0,0.0,2612.0,8.0,7.0,12.0,0.0,50.0,582.0,3271.0,823.0,796.0,38.5,1145.0,1145.0,1113.0,100600.0,2.94,,26,049,012003,24.335065729134822,74,110,176,288,55,89,0,0,350.04585753592175,2.7947598253275108
478,"Census Tract 120.06, Genesee County, Michigan",947.0,911.0,838.0,0.0,10.0,0.0,0.0,0.0,2168.0,117.0,1.0,0.0,0.0,101.0,53.0,2440.0,544.0,254.0,42.1,1150.0,1150.0,1022.0,93700.0,2.39,87878200.0,26,049,012006,10.40983606557377,43,118,107,205,19,25,0,0,471.3114754098361,11.130434782608695
479,"Census Tract 120.07, Genesee County, Michigan",578.0,557.0,492.0,0.0,0.0,0.0,0.0,0.0,1331.0,19.0,0.0,12.0,0.0,0.0,135.0,1497.0,399.0,370.0,45.2,595.0,595.0,556.0,97000.0,2.69,,26,049,012007,24.71609886439546,15,45,105,105,39,82,0,0,397.46158984635935,6.5546218487394965
480,"Census Tract 120.08, Genesee County, Michigan",1315.0,1193.0,1041.0,0.0,2.0,0.0,0.0,0.0,2994.0,15.0,27.0,18.0,0.0,0.0,37.0,3091.0,928.0,633.0,39.7,1254.0,1254.0,1231.0,104400.0,2.51,,26,049,012008,20.47880944678098,38,65,294,234,23,89,0,0,405.6939501779359,1.8341307814992027
481,"Census Tract 120.09, Genesee County, Michigan",1106.0,1039.0,927.0,0.0,13.0,0.0,0.0,0.0,2148.0,7.0,41.0,0.0,0.0,0.0,105.0,2301.0,671.0,108.0,45.0,899.0,899.0,884.0,109000.0,2.59,,26,049,012009,4.69361147327249,51,90,147,255,44,64,0,0,390.69969578444153,1.668520578420467
482,"Census Tract 121, Genesee County, Michigan",1124.0,987.0,977.0,0.0,3.0,0.0,0.0,0.0,2054.0,109.0,0.0,0.0,0.0,0.0,192.0,2355.0,523.0,300.0,43.0,1036.0,1036.0,1016.0,113100.0,2.3,,26,049,012100,12.738853503184714,36,134,120,180,84,38,0,0,439.91507430997876,1.9305019305019304
483,"Census Tract 122.01, Genesee County, Michigan",774.0,739.0,625.0,0.0,0.0,0.0,0.0,0.0,2141.0,11.0,12.0,0.0,0.0,102.0,180.0,2446.0,495.0,495.0,47.0,1274.0,1274.0,1009.0,18800.0,2.42,,26,049,012201,20.237121831561733,12,92,79,162,33,62,0,0,520.8503679476696,20.800627943485086
484,"Census Tract 122.02, Genesee County, Michigan",262.0,171.0,139.0,0.0,40.0,0.0,0.0,0.0,385.0,717.0,0.0,0.0,0.0,17.0,136.0,1255.0,224.0,372.0,40.3,700.0,700.0,510.0,32200.0,2.46,,26,049,012202,29.64143426294821,4,0,39,27,23,55,0,0,557.768924302789,27.142857142857142
485,"Census Tract 123.10, Genesee County, Michigan",966.0,822.0,776.0,0.0,23.0,0.0,0.0,0.0,1946.0,997.0,21.0,5.0,0.0,0.0,162.0,3131.0,786.0,1035.0,32.3,1385.0,1385.0,1252.0,68900.0,2.5,,26,049,012310,33.05653145959757,69,113,194,137,53,23,0,0,442.3506866815714,9.602888086642599
486,"Census Tract 123.11, Genesee County, Michigan",724.0,625.0,540.0,0.0,0.0,0.0,0.0,0.0,1366.0,339.0,26.0,7.0,0.0,0.0,164.0,1902.0,506.0,458.0,41.1,862.0,862.0,784.0,67700.0,2.42,41785400.0,26,049,012311,24.079915878023133,14,36,105,112,21,14,0,0,453.2071503680337,9.048723897911833
487,"Census Tract 124.01, Genesee County, Michigan",711.0,682.0,601.0,0.0,0.0,0.0,0.0,0.0,1561.0,6.0,0.0,59.0,0.0,0.0,48.0,1674.0,482.0,88.0,49.7,649.0,649.0,642.0,146900.0,2.61,,26,049,012401,5.256869772998805,12,65,85,144,16,74,0,0,387.6941457586619,1.078582434514638
488,"Census Tract 124.02, Genesee County, Michigan",1065.0,994.0,908.0,0.0,0.0,0.0,0.0,0.0,2738.0,0.0,0.0,0.0,0.0,9.0,24.0,2771.0,851.0,224.0,47.0,1193.0,1193.0,1112.0,149300.0,2.49,172339700.0,26,049,012402,8.083724287260917,28,77,166,194,37,205,0,0,430.5304944063515,6.789606035205365
489,"Census Tract 125.01, Genesee County, Michigan",889.0,866.0,686.0,0.0,1.0,0.0,0.0,0.0,2053.0,12.0,5.0,4.0,0.0,0.0,119.0,2193.0,652.0,161.0,45.0,944.0,944.0,944.0,159100.0,2.3,,26,049,012501,7.341541267669858,43,91,187,171,0,117,0,0,430.46055631554947,0.0
490,"Census Tract 125.03, Genesee County, Michigan",1089.0,1033.0,984.0,0.0,0.0,0.0,0.0,0.0,2491.0,136.0,0.0,9.0,0.0,10.0,16.0,2662.0,685.0,456.0,43.5,1253.0,1253.0,1109.0,112800.0,2.39,,26,049,012503,17.129977460555974,58,140,205,190,50,78,0,0,470.69872276483846,11.49241819632881
491,"Census Tract 125.04, Genesee County, Michigan",805.0,774.0,739.0,0.0,2.0,0.0,0.0,0.0,1615.0,66.0,16.0,78.0,0.0,0.0,6.0,1781.0,489.0,208.0,41.0,728.0,728.0,681.0,142600.0,2.59,95133000.0,26,049,012504,11.678832116788321,10,47,138,193,29,52,0,0,408.75912408759126,6.456043956043957
492,"Census Tract 126.01, Genesee County, Michigan",1390.0,1254.0,1141.0,11.0,0.0,0.0,0.0,0.0,3259.0,116.0,0.0,0.0,0.0,12.0,29.0,3416.0,849.0,750.0,46.8,1256.0,1256.0,1137.0,135300.0,2.98,157093000.0,26,049,012601,21.95550351288056,71,124,194,173,47,175,0,0,367.6814988290398,9.474522292993631
493,"Census Tract 126.02, Genesee County, Michigan",795.0,724.0,678.0,0.0,27.0,0.0,0.0,0.0,1819.0,127.0,9.0,7.0,0.0,7.0,157.0,2126.0,519.0,531.0,32.6,936.0,936.0,882.0,86900.0,2.4,44503200.0,26,049,012602,24.97648165569144,22,112,134,136,7,59,0,0,440.2634054562559,5.769230769230769
494,"Census Tract 126.03, Genesee County, Michigan",1334.0,1218.0,1178.0,0.0,0.0,0.0,0.0,0.0,2399.0,49.0,0.0,13.0,0.0,0.0,139.0,2600.0,743.0,215.0,50.0,1208.0,1208.0,1069.0,134300.0,2.33,,26,049,012603,8.269230769230768,118,82,168,237,106,102,0,0,464.6153846153846,11.506622516556291
495,"Census Tract 127.02, Genesee County, Michigan",2683.0,2395.0,2219.0,0.0,0.0,0.0,0.0,0.0,5602.0,59.0,0.0,42.0,0.0,0.0,136.0,5839.0,1673.0,406.0,41.5,2886.0,2886.0,2702.0,125600.0,2.15,244988400.0,26,049,012702,6.953245418736084,113,295,476,320,100,148,0,0,494.26271621853056,6.375606375606376
496,"Census Tract 127.03, Genesee County, Michigan",1397.0,1308.0,1182.0,11.0,2.0,0.0,0.0,0.0,2904.0,41.0,0.0,0.0,0.0,1.0,144.0,3090.0,862.0,344.0,44.0,1196.0,1196.0,1166.0,165600.0,2.64,,26,049,012703,11.132686084142394,43,228,232,216,56,214,0,0,387.0550161812298,2.508361204013378
497,"Census Tract 127.04, Genesee County, Michigan",1873.0,1804.0,1716.0,0.0,0.0,0.0,0.0,0.0,3880.0,271.0,0.0,59.0,0.0,0.0,130.0,4340.0,1265.0,407.0,40.1,1645.0,1645.0,1547.0,164200.0,2.8,238633100.0,26,049,012704,9.377880184331797,73,150,292,334,46,60,0,0,379.03225806451616,5.957446808510639
498,"Census Tract 128.01, Genesee County, Michigan",2009.0,1906.0,1729.0,11.0,10.0,0.0,0.0,0.0,4161.0,16.0,1.0,7.0,0.0,0.0,101.0,4286.0,1351.0,243.0,48.1,1795.0,1795.0,1695.0,169100.0,2.53,,26,049,012801,5.66962202519832,84,108,230,390,140,141,0,0,418.80541297246856,5.571030640668524
499,"Census Tract 128.02, Genesee County, Michigan",988.0,935.0,829.0,0.0,1.0,0.0,0.0,0.0,2103.0,48.0,0.0,0.0,0.0,0.0,204.0,2355.0,674.0,134.0,46.4,941.0,941.0,911.0,173400.0,2.57,153684000.0,26,049,012802,5.690021231422506,76,69,138,176,29,19,0,0,399.5753715498939,3.1880977683315623
500,"Census Tract 129.04, Genesee County, Michigan",2949.0,2692.0,2431.0,0.0,0.0,0.0,0.0,0.0,6281.0,438.0,12.0,0.0,0.0,18.0,196.0,6945.0,1781.0,258.0,50.2,3046.0,3046.0,2902.0,149500.0,2.39,,26,049,012904,3.7149028077753776,165,80,479,603,130,184,0,0,438.588912886969,4.727511490479317
501,"Census Tract 129.05, Genesee County, Michigan",1513.0,1384.0,1291.0,0.0,0.0,0.0,0.0,0.0,2562.0,438.0,0.0,62.0,0.0,6.0,134.0,3202.0,829.0,264.0,47.3,1682.0,1682.0,1596.0,143200.0,1.99,174680600.0,26,049,012905,8.244846970643348,32,162,231,267,64,66,0,0,525.2966895690193,5.112960760998811
502,"Census Tract 129.06, Genesee County, Michigan",1404.0,1150.0,1040.0,6.0,0.0,0.0,0.0,0.0,2308.0,268.0,0.0,64.0,0.0,0.0,142.0,2782.0,761.0,78.0,43.6,1116.0,1116.0,1049.0,179500.0,2.65,193660300.0,26,049,012906,2.803738317757009,38,25,218,311,12,86,0,0,401.15025161754136,6.003584229390681
503,"Census Tract 129.07, Genesee County, Michigan",1181.0,1061.0,930.0,7.0,0.0,0.0,0.0,0.0,2253.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.0,659.0,144.0,43.7,912.0,912.0,845.0,201200.0,2.66,162092000.0,26,049,012907,6.391478029294275,39,88,197,255,24,62,0,0,404.79360852197067,7.346491228070176
504,"Census Tract 130.01, Genesee County, Michigan",1460.0,1358.0,1238.0,0.0,0.0,0.0,0.0,0.0,2659.0,0.0,0.0,34.0,0.0,0.0,30.0,2723.0,802.0,176.0,46.4,1036.0,1036.0,1003.0,236600.0,2.71,250959000.0,26,049,013001,6.463459419757621,85,57,223,294,72,57,0,0,380.4627249357327,3.1853281853281854
505,"Census Tract 130.02, Genesee County, Michigan",1826.0,1783.0,1642.0,0.0,0.0,0.0,0.0,0.0,4162.0,24.0,0.0,0.0,0.0,41.0,67.0,4294.0,1208.0,229.0,47.2,1885.0,1885.0,1654.0,244300.0,2.57,384662100.0,26,049,013002,5.333022822543083,79,88,363,283,97,148,0,0,438.98462971588265,12.254641909814323
506,"Census Tract 131.10, Genesee County, Michigan",1109.0,1003.0,930.0,2.0,0.0,0.0,0.0,0.0,2071.0,0.0,0.0,15.0,0.0,91.0,21.0,2198.0,660.0,114.0,45.1,811.0,811.0,811.0,223800.0,2.7,,26,049,013110,5.18653321201092,27,36,197,220,82,82,0,0,368.97179253867154,0.0
507,"Census Tract 131.11, Genesee County, Michigan",1507.0,1419.0,1346.0,0.0,0.0,0.0,0.0,0.0,2869.0,116.0,12.0,41.0,0.0,0.0,137.0,3175.0,885.0,171.0,43.4,1274.0,1274.0,1150.0,266800.0,2.76,,26,049,013111,5.3858267716535435,20,54,241,290,93,40,0,0,401.25984251968504,9.733124018838305
508,"Census Tract 131.12, Genesee County, Michigan",2148.0,1881.0,1750.0,0.0,38.0,0.0,0.0,0.0,4327.0,50.0,29.0,30.0,0.0,30.0,215.0,4681.0,1421.0,194.0,45.2,1755.0,1755.0,1705.0,296600.0,2.75,542184300.0,26,049,013112,4.144413586840419,37,89,325,427,220,84,0,0,374.9198889126255,2.849002849002849
509,"Census Tract 131.13, Genesee County, Michigan",1580.0,1438.0,1181.0,0.0,0.0,0.0,0.0,0.0,3909.0,87.0,0.0,6.0,0.0,29.0,93.0,4124.0,1030.0,217.0,38.9,1503.0,1503.0,1428.0,190300.0,2.83,,26,049,013113,5.26188166828322,81,93,182,383,41,80,0,0,364.45198836081477,4.990019960079841
510,"Census Tract 132.02, Genesee County, Michigan",3104.0,2686.0,2509.0,0.0,0.0,0.0,0.0,0.0,5962.0,127.0,0.0,0.0,0.0,32.0,365.0,6486.0,1626.0,868.0,35.9,2521.0,2521.0,2521.0,167800.0,2.51,381464000.0,26,049,013202,13.382670366944188,46,342,614,474,75,109,0,0,388.6833179155104,0.0
511,"Census Tract 132.05, Genesee County, Michigan",1334.0,1223.0,1091.0,0.0,5.0,0.0,0.0,0.0,2331.0,28.0,0.0,64.0,0.0,0.0,185.0,2608.0,680.0,136.0,38.6,1245.0,1245.0,1177.0,155300.0,2.21,100345000.0,26,049,013205,5.214723926380368,51,189,227,169,63,31,0,0,477.3773006134969,5.461847389558233
512,"Census Tract 132.06, Genesee County, Michigan",1467.0,1324.0,1235.0,0.0,2.0,0.0,0.0,0.0,2788.0,32.0,0.0,0.0,0.0,1.0,6.0,2827.0,740.0,131.0,44.5,1470.0,1470.0,1313.0,176500.0,2.14,210237000.0,26,049,013206,4.633887513264945,19,114,239,175,112,53,0,0,519.9858507251504,10.680272108843537
513,"Census Tract 133.02, Genesee County, Michigan",1503.0,1482.0,1385.0,0.0,0.0,0.0,0.0,0.0,3418.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0,951.0,194.0,48.4,1428.0,1428.0,1366.0,315400.0,2.5,,26,049,013302,5.675833820947923,73,126,321,227,53,79,0,0,417.78818022235225,4.341736694677871
514,"Census Tract 133.03, Genesee County, Michigan",1181.0,1158.0,1143.0,0.0,0.0,0.0,0.0,0.0,3030.0,0.0,19.0,89.0,0.0,0.0,58.0,3196.0,1035.0,204.0,53.7,1619.0,1619.0,1465.0,320400.0,2.18,,26,049,013303,6.382978723404255,94,34,221,231,39,93,0,0,506.5707133917397,9.512044471896232
515,"Census Tract 134.01, Genesee County, Michigan",3085.0,2812.0,2655.0,0.0,9.0,0.0,0.0,0.0,5879.0,113.0,0.0,0.0,0.0,37.0,205.0,6234.0,1926.0,427.0,46.8,2249.0,2249.0,2188.0,249200.0,2.83,611448500.0,26,049,013401,6.849534809111326,132,164,313,827,110,212,0,0,360.7635547000321,2.712316585148955
516,"Census Tract 134.02, Genesee County, Michigan",911.0,809.0,770.0,0.0,0.0,0.0,0.0,0.0,1999.0,15.0,2.0,0.0,0.0,5.0,10.0,2031.0,527.0,119.0,41.6,772.0,772.0,727.0,198400.0,2.74,,26,049,013402,5.85918266863614,15,50,137,214,22,21,0,0,380.10832102412604,5.829015544041451
517,"Census Tract 135, Genesee County, Michigan",1440.0,1372.0,1194.0,0.0,23.0,0.0,0.0,0.0,1794.0,2365.0,0.0,0.0,0.0,0.0,627.0,4786.0,1139.0,2103.0,36.6,2258.0,2258.0,2011.0,49600.0,2.38,,26,049,013500,43.94066025908901,150,296,256,173,40,128,0,0,471.7927287923109,10.938883968113375
518,"Census Tract 136, Genesee County, Michigan",423.0,341.0,289.0,14.0,27.0,0.0,0.0,0.0,233.0,1021.0,6.0,0.0,0.0,0.0,20.0,1280.0,162.0,675.0,43.7,671.0,671.0,671.0,103800.0,1.45,20592000.0,26,049,013600,52.734375,29,14,82,57,13,25,0,0,524.21875,0.0
519,"Census Tract 9800, Genesee County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,049,980000,,0,0,0,0,0,0,0,0,,
520,"Census Tract 9801, Genesee County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,049,980100,,0,0,0,0,0,0,0,0,,
521,"Census Tract 1.01, Gladwin County, Michigan",547.0,491.0,478.0,0.0,0.0,0.0,0.0,0.0,1656.0,1.0,5.0,7.0,0.0,18.0,48.0,1735.0,552.0,235.0,54.6,1499.0,1499.0,767.0,128300.0,2.26,,26,051,000101,13.544668587896252,14,84,77,74,23,84,0,0,863.9769452449567,48.832555036691126
522,"Census Tract 1.02, Gladwin County, Michigan",327.0,292.0,243.0,0.0,0.0,0.0,0.0,0.0,1271.0,0.0,0.0,0.0,0.0,0.0,13.0,1284.0,469.0,133.0,64.7,1244.0,1244.0,654.0,172000.0,1.96,,26,051,000102,10.358255451713395,8,30,8,41,44,84,0,0,968.8473520249221,47.42765273311897
523,"Census Tract 2, Gladwin County, Michigan",322.0,281.0,266.0,0.0,0.0,0.0,0.0,0.0,1218.0,0.0,0.0,18.0,0.0,0.0,3.0,1239.0,420.0,105.0,65.9,1619.0,1619.0,646.0,158800.0,1.92,,26,051,000200,8.47457627118644,0,6,41,75,9,112,0,0,1306.6989507667472,60.09882643607165
524,"Census Tract 3, Gladwin County, Michigan",643.0,592.0,538.0,0.0,3.0,0.0,0.0,0.0,1783.0,0.0,14.0,4.0,0.0,5.0,80.0,1886.0,514.0,314.0,52.6,1790.0,1790.0,845.0,127400.0,2.23,,26,051,000300,16.64899257688229,0,42,84,149,33,72,0,0,949.0986214209969,52.79329608938548
525,"Census Tract 4, Gladwin County, Michigan",1166.0,1055.0,984.0,0.0,16.0,0.0,0.0,0.0,3198.0,0.0,11.0,0.0,0.0,1.0,99.0,3309.0,860.0,661.0,42.6,1678.0,1678.0,1185.0,98200.0,2.77,138981600.0,26,051,000400,19.975823511634935,89,127,180,176,47,92,0,0,507.1018434572378,29.38021454112038
526,"Census Tract 5, Gladwin County, Michigan",1252.0,1074.0,936.0,2.0,0.0,0.0,0.0,0.0,3318.0,25.0,0.0,0.0,0.0,8.0,20.0,3371.0,900.0,528.0,50.6,1963.0,1963.0,1429.0,144100.0,2.35,,26,051,000500,15.663008009492732,64,48,143,271,57,82,0,0,582.3197864135271,27.203260315843096
527,"Census Tract 6, Gladwin County, Michigan",637.0,596.0,541.0,4.0,0.0,0.0,0.0,0.0,1781.0,8.0,8.0,9.0,0.0,0.0,35.0,1841.0,523.0,398.0,53.9,1660.0,1660.0,900.0,106300.0,2.05,,26,051,000600,21.618685497012493,21,22,152,114,35,53,0,0,901.6838674633351,45.78313253012048
528,"Census Tract 7, Gladwin County, Michigan",1751.0,1557.0,1409.0,0.0,0.0,0.0,0.0,0.0,4727.0,38.0,15.0,65.0,0.0,9.0,81.0,4935.0,1095.0,582.0,41.3,2210.0,2210.0,1865.0,102200.0,2.55,172887600.0,26,051,000700,11.793313069908814,36,154,286,242,60,96,0,0,447.8216818642351,15.610859728506787
529,"Census Tract 8, Gladwin County, Michigan",1497.0,1385.0,1244.0,2.0,4.0,0.0,0.0,0.0,3739.0,7.0,1.0,5.0,0.0,2.0,192.0,3946.0,947.0,698.0,40.3,1823.0,1823.0,1572.0,91800.0,2.51,122873800.0,26,051,000800,17.688798783578306,46,101,319,297,70,113,0,0,461.9868220983274,13.768513439385627
530,"Census Tract 9, Gladwin County, Michigan",608.0,576.0,550.0,0.0,0.0,0.0,0.0,0.0,1729.0,0.0,25.0,9.0,0.0,19.0,16.0,1798.0,574.0,144.0,57.5,1508.0,1508.0,851.0,124900.0,2.11,122425000.0,26,051,000900,8.008898776418242,24,26,107,138,49,51,0,0,838.7096774193549,43.567639257294424
531,"Census Tract 9502, Gogebic County, Michigan",924.0,805.0,689.0,0.0,19.0,0.0,0.0,0.0,2086.0,46.0,2.0,7.0,0.0,6.0,85.0,2232.0,530.0,381.0,46.2,1575.0,1575.0,1029.0,60300.0,2.15,,26,053,950200,17.06989247311828,14,94,182,170,42,107,0,0,705.6451612903226,34.66666666666667
