NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Labor Force Total,Housing Density,Housing Availability,Total Population,state_fips,county_fips,tract_code,GEOID,lat,lon,walkscore,bikescore,transitscore,walkscore_description,bikescore_description,transitscore_description
"Census Tract 204.02, Eaton County, Michigan",1177.0,1007.0,955.0,0.0,0.0,0.0,0.0,0.0,2547.0,52.0,20.0,4.0,0.0,17.0,39.0,2679.0,815.0,223.0,49.0,1172.0,1172.0,1137.0,193200.0,2.32,,26,45,20402,8.324001493094437,28,39,272,212,32,32,0,0,615,437.4766703994028,2.986348122866894,2679.0,26,45,20402,26045020402,42.74850974427918,-84.73019434119826,18.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 204.03, Eaton County, Michigan",1358.0,1181.0,1100.0,0.0,13.0,0.0,0.0,0.0,2587.0,38.0,1.0,13.0,0.0,0.0,18.0,2657.0,714.0,266.0,36.9,1150.0,1150.0,1088.0,136100.0,2.43,,26,45,20403,10.011290929619872,74,74,224,216,13,4,0,0,605,432.81896876176137,5.391304347826087,2657.0,26,45,20403,26045020403,42.75740324660008,-84.74749954461399,44.0,23.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 204.04, Eaton County, Michigan",2381.0,2044.0,1878.0,0.0,0.0,0.0,0.0,0.0,4540.0,16.0,23.0,21.0,0.0,38.0,170.0,4808.0,1333.0,161.0,45.7,2328.0,2328.0,2270.0,191300.0,2.11,,26,45,20404,3.3485856905158067,164,201,313,451,88,114,0,0,1331,484.1930116472546,2.491408934707904,4808.0,26,45,20404,26045020404,42.74638568822908,-84.76216947853462,6.0,27.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 205, Eaton County, Michigan",1570.0,1267.0,1207.0,0.0,0.0,0.0,0.0,0.0,3293.0,14.0,25.0,5.0,0.0,20.0,104.0,3461.0,1055.0,145.0,49.3,1498.0,1498.0,1461.0,174000.0,2.36,262169300.0,26,45,20500,4.189540595203698,18,57,348,324,76,128,0,8,959,432.8228835596648,2.469959946595461,3461.0,26,45,20500,26045020500,42.72358849653925,-84.85067450654364,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 206.01, Eaton County, Michigan",1926.0,1790.0,1656.0,17.0,8.0,0.0,0.0,0.0,3723.0,79.0,21.0,0.0,0.0,50.0,154.0,4027.0,1081.0,468.0,32.9,1731.0,1731.0,1585.0,129400.0,2.53,,26,45,20601,11.621554507077228,55,204,313,230,40,67,0,0,909,429.8485224733052,8.434430964760255,4027.0,26,45,20601,26045020601,42.61532834868822,-84.77203563721933,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 206.02, Eaton County, Michigan",1478.0,1292.0,1177.0,2.0,2.0,0.0,0.0,0.0,3037.0,5.0,57.0,9.0,0.0,10.0,109.0,3227.0,961.0,164.0,47.2,1340.0,1340.0,1309.0,188400.0,2.46,270938200.0,26,45,20602,5.082119615742176,56,115,232,266,135,140,0,0,944,415.2463588472265,2.313432835820896,3227.0,26,45,20602,26045020602,42.64634496926912,-84.85465569993266,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 207, Eaton County, Michigan",1646.0,1484.0,1303.0,12.0,2.0,0.0,0.0,0.0,3613.0,2.0,9.0,78.0,0.0,57.0,135.0,3894.0,1078.0,663.0,40.7,1606.0,1606.0,1486.0,145700.0,2.61,203378100.0,26,45,20700,17.026194144838215,50,115,284,273,111,127,0,0,960,412.42937853107344,7.4719800747198,3894.0,26,45,20700,26045020700,42.683565471151056,-85.0156111646052,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 208, Eaton County, Michigan",2410.0,2267.0,1782.0,65.0,0.0,0.0,0.0,0.0,4769.0,174.0,32.0,7.0,0.0,10.0,197.0,5189.0,1375.0,336.0,38.6,1979.0,1979.0,1811.0,150100.0,2.85,314100700.0,26,45,20800,6.475236076315283,67,110,465,463,51,126,0,0,1282,381.3836962805936,8.489135927235978,5189.0,26,45,20800,26045020800,42.50948537941844,-85.01410380788258,0.0,24.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 209.01, Eaton County, Michigan",1311.0,1090.0,912.0,0.0,0.0,0.0,0.0,0.0,2573.0,6.0,23.0,11.0,0.0,15.0,186.0,2814.0,613.0,497.0,35.8,1279.0,1279.0,1100.0,112200.0,2.55,74839000.0,26,45,20901,17.66169154228856,76,111,308,140,50,54,0,0,739,454.51314854299926,13.995308835027364,2814.0,26,45,20901,26045020901,42.57123511501608,-84.83440365123856,47.0,46.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 209.02, Eaton County, Michigan",2041.0,1687.0,1485.0,0.0,7.0,0.0,0.0,0.0,3985.0,1.0,0.0,0.0,0.0,11.0,244.0,4241.0,1144.0,357.0,33.5,1809.0,1809.0,1675.0,115000.0,2.53,143122500.0,26,45,20902,8.417825984437632,53,304,360,304,81,68,0,0,1170,426.5503419004952,7.4074074074074066,4241.0,26,45,20902,26045020902,42.548342494615774,-84.84229205250706,16.0,28.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 210.01, Eaton County, Michigan",1696.0,1615.0,1406.0,0.0,0.0,0.0,0.0,0.0,4274.0,189.0,10.0,0.0,0.0,19.0,81.0,4573.0,1053.0,229.0,41.4,1605.0,1605.0,1461.0,173500.0,2.81,224364300.0,26,45,21001,5.007653619068445,86,170,394,296,87,142,0,0,1175,350.9731029958451,8.97196261682243,4573.0,26,45,21001,26045021001,42.56084129655515,-84.84120594812111,75.0,48.0,,Very Walkable,Somewhat Bikeable,
"Census Tract 210.02, Eaton County, Michigan",2519.0,2361.0,2046.0,1.0,0.0,0.0,0.0,0.0,3918.0,65.0,36.0,1.0,0.0,30.0,393.0,4443.0,1314.0,358.0,44.7,1669.0,1669.0,1651.0,163400.0,2.69,287204300.0,26,45,21002,8.057618726085979,111,149,286,672,70,124,0,0,1412,375.6470853027234,1.078490113840623,4443.0,26,45,21002,26045021002,42.549890725280704,-84.83537059007152,44.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 211, Eaton County, Michigan",2479.0,2123.0,1981.0,20.0,0.0,0.0,0.0,0.0,4869.0,253.0,18.0,34.0,0.0,8.0,163.0,5345.0,1286.0,369.0,33.7,1893.0,1893.0,1755.0,162600.0,2.64,264990700.0,26,45,21100,6.903648269410664,263,142,360,436,106,60,0,0,1367,354.16276894293736,7.290015847860539,5345.0,26,45,21100,26045021100,42.465669799760704,-84.8363254779161,0.0,26.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 212.01, Eaton County, Michigan",1441.0,1331.0,1213.0,8.0,0.0,0.0,0.0,0.0,2794.0,40.0,0.0,0.0,0.0,23.0,25.0,2882.0,834.0,138.0,44.3,1192.0,1192.0,1157.0,214300.0,2.46,250986800.0,26,45,21201,4.788341429562804,35,61,249,188,59,122,0,0,714,413.6016655100625,2.936241610738255,2882.0,26,45,21201,26045021201,42.55987327772297,-84.66654131778367,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 212.02, Eaton County, Michigan",1621.0,1414.0,1371.0,0.0,0.0,0.0,0.0,0.0,3304.0,25.0,8.0,78.0,0.0,0.0,93.0,3508.0,938.0,111.0,41.9,1360.0,1360.0,1289.0,198100.0,2.72,281528800.0,26,45,21202,3.164196123147092,30,171,217,352,38,76,0,0,884,387.68529076396806,5.220588235294118,3508.0,26,45,21202,26045021202,42.46627292547749,-84.65666301789831,3.0,29.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 213.01, Eaton County, Michigan",1419.0,1080.0,990.0,0.0,19.0,0.0,0.0,0.0,2766.0,28.0,6.0,1.0,0.0,169.0,105.0,3075.0,803.0,265.0,37.7,1265.0,1265.0,1195.0,137000.0,2.57,,26,45,21301,8.617886178861788,90,67,366,168,17,46,0,0,754,411.3821138211382,5.533596837944664,3075.0,26,45,21301,26045021301,42.52321202592493,-84.65083924459792,10.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 213.02, Eaton County, Michigan",1375.0,1331.0,1175.0,0.0,0.0,0.0,0.0,0.0,2969.0,20.0,0.0,6.0,0.0,0.0,18.0,3013.0,751.0,307.0,38.0,1295.0,1295.0,1141.0,111200.0,2.64,,26,45,21302,10.18918021905078,51,181,243,198,27,91,0,0,791,429.8041818785264,11.891891891891891,3013.0,26,45,21302,26045021302,42.50035333083472,-84.65310444937651,38.0,40.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 214.01, Eaton County, Michigan",1796.0,1654.0,1519.0,0.0,13.0,0.0,0.0,0.0,1983.0,960.0,0.0,257.0,0.0,77.0,367.0,3644.0,873.0,230.0,38.3,1879.0,1879.0,1641.0,157400.0,2.22,,26,45,21401,6.311745334796927,66,160,329,301,56,176,0,0,1088,515.642151481888,12.6663118680149,3644.0,26,45,21401,26045021401,42.658861826258494,-84.67736890840949,5.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 214.02, Eaton County, Michigan",2302.0,2126.0,1976.0,17.0,0.0,0.0,0.0,0.0,4583.0,78.0,7.0,52.0,0.0,59.0,144.0,4923.0,1368.0,184.0,46.6,1951.0,1951.0,1915.0,201100.0,2.49,383008600.0,26,45,21402,3.73755839934999,32,216,351,376,74,185,0,0,1234,396.3030672354256,1.8452075858534085,4923.0,26,45,21402,26045021402,42.62579349986561,-84.64931740488102,10.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9701, Emmet County, Michigan",718.0,633.0,547.0,0.0,0.0,0.0,0.0,0.0,1638.0,27.0,101.0,8.0,3.0,1.0,153.0,1931.0,547.0,352.0,47.2,1788.0,1788.0,834.0,151600.0,2.31,,26,47,970100,18.228896944588296,30,107,71,149,43,34,0,0,434,925.94510616261,53.355704697986575,1931.0,26,47,970100,26047970100,45.70535912485925,-84.86639053442313,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9702.01, Emmet County, Michigan",1321.0,1208.0,1085.0,0.0,3.0,0.0,0.0,0.0,2145.0,2.0,89.0,1.0,0.0,82.0,272.0,2591.0,775.0,171.0,38.7,1263.0,1263.0,1029.0,124700.0,2.52,150177000.0,26,47,970201,6.599768429177924,54,115,136,235,39,44,0,0,623,487.4565804708606,18.52731591448931,2591.0,26,47,970201,26047970201,45.5720931691994,-84.8399371442018,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9702.02, Emmet County, Michigan",1608.0,1511.0,1335.0,0.0,0.0,0.0,0.0,0.0,2458.0,6.0,352.0,11.0,4.0,71.0,155.0,3057.0,830.0,319.0,36.8,1645.0,1645.0,1218.0,149100.0,2.51,162980300.0,26,47,970202,10.435067059208372,52,91,340,282,30,50,0,0,845,538.1092574419365,25.957446808510635,3057.0,26,47,970202,26047970202,45.4700485166783,-84.79438019340904,0.0,,,Car-Dependent,,
"Census Tract 9703.01, Emmet County, Michigan",1145.0,964.0,888.0,0.0,0.0,0.0,0.0,0.0,2561.0,0.0,66.0,28.0,0.0,8.0,154.0,2817.0,886.0,172.0,56.6,2289.0,2289.0,1234.0,289200.0,2.28,,26,47,970301,6.105786297479588,26,68,142,234,81,137,0,0,688,812.566560170394,46.08999563128003,2817.0,26,47,970301,26047970301,45.54744336592452,-85.03251020608481,0.0,8.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9703.02, Emmet County, Michigan",844.0,759.0,735.0,0.0,0.0,0.0,0.0,0.0,1630.0,1.0,7.0,8.0,0.0,0.0,11.0,1657.0,530.0,106.0,46.6,1357.0,1357.0,741.0,259500.0,2.23,,26,47,970302,6.397103198551599,14,39,220,100,52,79,0,0,504,818.9499094749548,45.39425202652911,1657.0,26,47,970302,26047970302,45.471854699108974,-84.93587016089913,11.0,31.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9704, Emmet County, Michigan",1246.0,1023.0,967.0,0.0,0.0,0.0,0.0,0.0,2618.0,42.0,42.0,0.0,0.0,8.0,155.0,2865.0,791.0,219.0,57.6,2654.0,2654.0,1307.0,250300.0,2.11,,26,47,970400,7.643979057591623,84,87,190,202,82,167,0,0,812,926.352530541012,50.75357950263752,2865.0,26,47,970400,26047970400,45.42637967607819,-84.94257668645585,1.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9705, Emmet County, Michigan",2411.0,2168.0,1972.0,0.0,0.0,0.0,0.0,0.0,4594.0,35.0,10.0,14.0,0.0,30.0,246.0,4929.0,1450.0,420.0,44.7,2701.0,2701.0,1964.0,174100.0,2.5,385896400.0,26,47,970500,8.52099817407182,224,240,321,507,56,62,0,0,1410,547.9813349563806,27.28619029988893,4929.0,26,47,970500,26047970500,45.365206577500174,-84.80644223443981,4.0,33.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9706, Emmet County, Michigan",3160.0,2781.0,2589.0,0.0,21.0,0.0,0.0,0.0,5944.0,2.0,106.0,81.0,0.0,39.0,97.0,6269.0,1621.0,366.0,44.7,2757.0,2757.0,2211.0,263200.0,2.83,,26,47,970600,5.838251714787048,25,224,410,759,134,173,0,0,1725,439.78305949912266,19.804134929270948,6269.0,26,47,970600,26047970600,45.32870403428924,-84.9557268241771,8.0,6.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9707, Emmet County, Michigan",1923.0,1469.0,1333.0,0.0,18.0,0.0,0.0,0.0,3392.0,52.0,51.0,13.0,0.0,2.0,181.0,3691.0,948.0,280.0,42.0,2344.0,2344.0,1629.0,275900.0,2.17,297966100.0,26,47,970700,7.586020048767272,53,154,343,246,107,98,0,0,1001,635.058249796803,30.50341296928328,3691.0,26,47,970700,26047970700,45.3739906975283,-84.94030005229067,37.0,18.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9708, Emmet County, Michigan",2279.0,1849.0,1509.0,0.0,0.0,0.0,0.0,0.0,3795.0,37.0,43.0,0.0,0.0,0.0,264.0,4139.0,1103.0,195.0,46.1,2921.0,2921.0,2113.0,209400.0,1.89,283915200.0,26,47,970800,4.711282918579367,177,315,227,201,82,134,0,0,1136,705.7260207779657,27.66175967134544,4139.0,26,47,970800,26047970800,45.36762063376358,-85.01518665564058,23.0,46.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 9900, Emmet County, Michigan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,26,47,990000,,0,0,0,0,0,0,0,0,0,,,0.0,26,47,990000,26047990000,45.67834007555026,-85.10560184289982,0.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 1, Genesee County, Michigan",741.0,615.0,572.0,0.0,69.0,0.0,0.0,0.0,114.0,1876.0,56.0,0.0,0.0,13.0,105.0,2164.0,550.0,587.0,42.1,1167.0,1167.0,917.0,40600.0,2.36,,26,49,100,27.12569316081331,23,57,100,95,0,52,0,0,327,539.279112754159,21.422450728363323,2164.0,26,49,100,26049000100,43.07226954847131,-83.72312797909801,13.0,32.0,26.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 2, Genesee County, Michigan",341.0,284.0,247.0,0.0,57.0,0.0,0.0,0.0,15.0,1334.0,0.0,0.0,8.0,0.0,12.0,1369.0,316.0,484.0,33.2,779.0,779.0,520.0,20100.0,2.63,,26,49,200,35.35427319211103,8,76,24,33,0,32,0,0,173,569.0284879474069,33.24775353016688,1369.0,26,49,200,26049000200,43.07220103698582,-83.70386978502992,18.0,37.0,32.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 3, Genesee County, Michigan",755.0,694.0,654.0,0.0,42.0,0.0,0.0,0.0,96.0,1713.0,0.0,0.0,0.0,0.0,288.0,2097.0,500.0,595.0,29.7,1062.0,1062.0,836.0,32400.0,2.5,,26,49,300,28.37386742966142,0,57,16,118,0,22,0,0,213,506.43776824034336,21.28060263653484,2097.0,26,49,300,26049000300,43.064093184089394,-83.7239002317302,36.0,43.0,33.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 4, Genesee County, Michigan",354.0,297.0,291.0,0.0,48.0,0.0,0.0,0.0,11.0,1111.0,0.0,0.0,0.0,15.0,12.0,1149.0,277.0,547.0,38.3,867.0,867.0,549.0,24100.0,2.09,,26,49,400,47.60661444734552,27,38,0,37,0,20,0,0,122,754.5691906005222,36.67820069204152,1149.0,26,49,400,26049000400,43.06489521519855,-83.70405571366958,39.0,41.0,34.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 5, Genesee County, Michigan",439.0,421.0,411.0,0.0,15.0,0.0,0.0,0.0,64.0,1799.0,0.0,47.0,0.0,0.0,7.0,1917.0,435.0,937.0,27.2,763.0,763.0,616.0,29700.0,3.11,,26,49,500,48.87845592070944,0,46,23,19,0,37,0,0,125,398.01773604590505,19.26605504587156,1917.0,26,49,500,26049000500,43.05748463909511,-83.72473178287784,40.0,40.0,32.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 6, Genesee County, Michigan",412.0,313.0,216.0,0.0,90.0,0.0,0.0,0.0,116.0,1314.0,0.0,0.0,0.0,22.0,189.0,1641.0,331.0,532.0,38.4,1055.0,1055.0,543.0,17300.0,3.01,6907000.0,26,49,600,32.41925655088361,52,0,98,45,4,36,0,0,235,642.9006703229738,48.5308056872038,1641.0,26,49,600,26049000600,43.05756577587212,-83.70378944777488,48.0,41.0,34.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 7, Genesee County, Michigan",610.0,527.0,446.0,0.0,42.0,0.0,0.0,0.0,25.0,1883.0,0.0,0.0,0.0,0.0,15.0,1923.0,385.0,659.0,47.2,1406.0,1406.0,1064.0,-666666666.0,1.81,,26,49,700,34.269370774831,0,0,59,66,35,212,0,0,372,731.1492459698388,24.324324324324326,1923.0,26,49,700,26049000700,43.05010105403366,-83.7233705484126,48.0,41.0,30.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 8, Genesee County, Michigan",318.0,257.0,176.0,0.0,60.0,0.0,0.0,0.0,7.0,822.0,0.0,0.0,0.0,0.0,33.0,862.0,172.0,306.0,39.6,645.0,645.0,416.0,22300.0,2.06,,26,49,800,35.498839907192576,0,51,35,12,0,32,0,0,130,748.2598607888631,35.50387596899225,862.0,26,49,800,26049000800,43.05034214151216,-83.70373022313073,37.0,41.0,33.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 9, Genesee County, Michigan",796.0,700.0,399.0,0.0,49.0,0.0,0.0,0.0,146.0,1974.0,0.0,0.0,0.0,49.0,27.0,2196.0,406.0,770.0,41.0,1547.0,1547.0,958.0,26600.0,2.27,,26,49,900,35.063752276867035,13,23,110,234,0,84,0,0,464,704.4626593806921,38.073691014867485,2196.0,26,49,900,26049000900,43.03982162042214,-83.72208870750443,31.0,36.0,30.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 10, Genesee County, Michigan",450.0,344.0,252.0,0.0,64.0,0.0,0.0,0.0,22.0,1510.0,0.0,0.0,0.0,0.0,191.0,1723.0,370.0,575.0,41.3,1274.0,1274.0,759.0,28900.0,2.27,,26,49,1000,33.37202553685432,137,5,0,76,11,73,0,0,302,739.4080092861288,40.42386185243328,1723.0,26,49,1000,26049001000,43.03857778968423,-83.70886092427425,37.0,38.0,34.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 11, Genesee County, Michigan",392.0,274.0,224.0,0.0,88.0,0.0,0.0,0.0,24.0,1494.0,0.0,0.0,0.0,0.0,144.0,1662.0,322.0,562.0,39.4,854.0,854.0,592.0,41800.0,2.79,19908700.0,26,49,1100,33.81468110709988,0,0,20,40,68,27,0,0,155,513.8387484957882,30.679156908665107,1662.0,26,49,1100,26049001100,43.03877610616164,-83.69906081540611,36.0,35.0,31.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 12, Genesee County, Michigan",1157.0,916.0,814.0,0.0,99.0,0.0,0.0,0.0,113.0,2644.0,0.0,0.0,0.0,0.0,20.0,2777.0,671.0,645.0,34.0,1342.0,1342.0,1099.0,30300.0,2.51,,26,49,1200,23.22650342095787,58,135,146,132,75,59,0,0,605,483.2553114872164,18.10730253353204,2777.0,26,49,1200,26049001200,43.031783681190994,-83.72657523428457,50.0,45.0,29.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 13, Genesee County, Michigan",889.0,843.0,817.0,0.0,2.0,0.0,0.0,0.0,480.0,1769.0,0.0,14.0,0.0,0.0,93.0,2356.0,615.0,701.0,41.3,1313.0,1313.0,1013.0,41200.0,2.31,43525300.0,26,49,1300,29.75382003395585,0,74,136,238,40,47,0,0,535,557.3005093378608,22.84843869002285,2356.0,26,49,1300,26049001300,43.02588691020582,-83.72680377984176,70.0,50.0,30.0,Very Walkable,Bikeable,Some Transit
"Census Tract 14, Genesee County, Michigan",299.0,200.0,200.0,0.0,51.0,0.0,0.0,0.0,259.0,986.0,8.0,0.0,0.0,7.0,0.0,1260.0,258.0,643.0,37.5,518.0,518.0,452.0,44700.0,2.62,,26,49,1400,51.031746031746025,0,45,68,32,0,11,0,0,156,411.1111111111111,12.741312741312742,1260.0,26,49,1400,26049001400,43.02712290674023,-83.70171236704834,42.0,39.0,37.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 15, Genesee County, Michigan",423.0,285.0,266.0,0.0,87.0,0.0,0.0,0.0,382.0,662.0,0.0,92.0,0.0,0.0,72.0,1208.0,180.0,576.0,22.8,559.0,559.0,347.0,23000.0,2.98,,26,49,1500,47.682119205298015,78,78,83,36,0,16,0,0,291,462.7483443708609,37.924865831842574,1208.0,26,49,1500,26049001500,43.01879831253401,-83.70741567090015,56.0,48.0,38.0,Somewhat Walkable,Somewhat Bikeable,Some Transit
"Census Tract 16, Genesee County, Michigan",1543.0,1464.0,1273.0,0.0,22.0,0.0,0.0,0.0,2080.0,1439.0,0.0,43.0,0.0,16.0,214.0,3792.0,770.0,880.0,32.5,1803.0,1803.0,1427.0,49700.0,2.48,,26,49,1600,23.20675105485232,139,71,186,252,32,31,0,0,711,475.47468354430384,20.854132002218524,3792.0,26,49,1600,26049001600,43.014252798209554,-83.72537770329548,54.0,54.0,30.0,Somewhat Walkable,Bikeable,Some Transit
"Census Tract 17, Genesee County, Michigan",322.0,239.0,226.0,0.0,50.0,0.0,0.0,0.0,81.0,1229.0,0.0,0.0,0.0,0.0,0.0,1310.0,320.0,517.0,38.4,790.0,790.0,624.0,26000.0,2.1,,26,49,1700,39.46564885496184,14,0,73,18,11,0,0,0,116,603.0534351145038,21.012658227848103,1310.0,26,49,1700,26049001700,43.06849820680465,-83.6840083548722,14.0,37.0,32.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 18, Genesee County, Michigan",361.0,308.0,159.0,0.0,45.0,0.0,0.0,0.0,217.0,1190.0,0.0,13.0,0.0,46.0,39.0,1505.0,427.0,741.0,20.4,845.0,845.0,524.0,19600.0,2.87,,26,49,1800,49.23588039867109,61,50,13,2,0,48,0,0,174,561.4617940199336,37.98816568047337,1505.0,26,49,1800,26049001800,43.06753232481726,-83.6660333974345,0.0,43.0,28.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 19, Genesee County, Michigan",564.0,538.0,481.0,10.0,1.0,0.0,0.0,0.0,946.0,1172.0,59.0,0.0,8.0,12.0,95.0,2292.0,604.0,1050.0,30.3,936.0,936.0,861.0,26400.0,2.66,14795800.0,26,49,1900,45.81151832460733,14,27,64,70,29,17,0,0,221,408.3769633507854,8.012820512820513,2292.0,26,49,1900,26049001900,43.05977507401544,-83.64780404203752,4.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 20, Genesee County, Michigan",308.0,224.0,206.0,1.0,84.0,0.0,0.0,0.0,57.0,881.0,0.0,0.0,0.0,0.0,197.0,1135.0,249.0,784.0,37.4,697.0,697.0,437.0,18300.0,2.58,6404000.0,26,49,2000,69.0748898678414,0,18,75,23,31,20,0,0,167,614.0969162995594,37.30272596843616,1135.0,26,49,2000,26049002000,43.0535543048932,-83.68906644143601,16.0,34.0,32.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 22, Genesee County, Michigan",390.0,377.0,338.0,0.0,13.0,0.0,0.0,0.0,953.0,179.0,9.0,0.0,0.0,57.0,122.0,1320.0,354.0,623.0,37.4,991.0,991.0,615.0,18100.0,2.14,,26,49,2200,47.196969696969695,21,60,0,103,10,21,0,0,215,750.7575757575758,37.94147325933401,1320.0,26,49,2200,26049002200,43.04071514793829,-83.67130306964934,30.0,50.0,28.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 23, Genesee County, Michigan",365.0,334.0,291.0,0.0,12.0,0.0,0.0,0.0,842.0,332.0,0.0,0.0,0.0,14.0,205.0,1393.0,292.0,591.0,37.9,780.0,780.0,566.0,17400.0,2.38,4665800.0,26,49,2300,42.42641780330222,0,42,85,73,35,11,0,0,246,559.9425699928213,27.43589743589744,1393.0,26,49,2300,26049002300,43.040510711737554,-83.6609413081008,27.0,46.0,28.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 24, Genesee County, Michigan",1095.0,958.0,836.0,0.0,1.0,0.0,0.0,0.0,1848.0,466.0,107.0,0.0,0.0,33.0,142.0,2596.0,605.0,747.0,32.4,1214.0,1214.0,1106.0,34800.0,2.34,,26,49,2400,28.775038520801232,0,258,225,117,48,24,0,0,672,467.6425269645608,8.896210873146623,2596.0,26,49,2400,26049002400,43.0470270396326,-83.6477824159803,33.0,45.0,30.0,Car-Dependent,Somewhat Bikeable,Some Transit
"Census Tract 26, Genesee County, Michigan",881.0,715.0,609.0,0.0,24.0,0.0,0.0,0.0,1391.0,291.0,0.0,0.0,0.0,160.0,314.0,2156.0,448.0,564.0,40.8,1243.0,1243.0,876.0,24600.0,2.46,,26,49,2600,26.159554730983302,99,74,149,156,0,55,0,0,533,576.530612244898,29.525341914722446,2156.0,26,49,2600,26049002600,43.02906048121277,-83.6699229061139,38.0,61.0,29.0,Car-Dependent,Bikeable,Some Transit
"Census Tract 27, Genesee County, Michigan",1022.0,936.0,794.0,0.0,0.0,0.0,0.0,0.0,2067.0,392.0,6.0,0.0,0.0,87.0,264.0,2816.0,598.0,1013.0,38.2,1355.0,1355.0,1183.0,41600.0,2.27,,26,49,2700,35.97301136363637,8,137,163,169,48,95,0,0,620,481.1789772727273,12.693726937269371,2816.0,26,49,2700,26049002700,43.03430654920079,-83.64538452531733,58.0,44.0,28.0,Somewhat Walkable,Somewhat Bikeable,Some Transit
"Census Tract 28, Genesee County, Michigan",571.0,454.0,433.0,0.0,40.0,0.0,0.0,0.0,1166.0,916.0,19.0,39.0,0.0,12.0,143.0,2295.0,190.0,653.0,26.9,720.0,720.0,439.0,-666666666.0,2.26,,26,49,2800,28.453159041394336,94,102,51,81,0,50,0,0,378,313.72549019607845,39.02777777777778,2295.0,26,49,2800,26049002800,43.01464739233817,-83.6907290090315,92.0,69.0,53.0,Walker's Paradise,Bikeable,Good Transit
